word	nodeType	unit
sorry	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
ready	ADJ	grimm
other	ADJ	grimm
able	ADJ	grimm
rapid	ADJ	grimm
large	ADJ	grimm
big	ADJ	grimm
poor	ADJ	grimm
other	ADJ	grimm
other	ADJ	grimm
heavy	ADJ	grimm
alone	ADJ	grimm
dead	ADJ	grimm
little	ADJ	grimm
dead	ADJ	grimm
vain	ADJ	grimm
about	ADJ	grimm
little	ADJ	grimm
splendid	ADJ	grimm
full	ADJ	grimm
beautiful	ADJ	grimm
high	ADJ	grimm
great	ADJ	grimm
beautiful	ADJ	grimm
fresh	ADJ	grimm
green	ADJ	grimm
pale	ADJ	grimm
miserable	ADJ	grimm
dear	ADJ	grimm
good	ADJ	grimm
good	ADJ	grimm
next	ADJ	grimm
more	ADJ	grimm
afraid	ADJ	grimm
angry	ADJ	grimm
much	ADJ	grimm
beautiful	ADJ	grimm
old	ADJ	grimm
little	ADJ	grimm
magnificent	ADJ	grimm
long	ADJ	grimm
braided	ADJ	grimm
charming	ADJ	grimm
sweet	ADJ	grimm
next	ADJ	grimm
dark	ADJ	grimm
first	ADJ	grimm
frightened	ADJ	grimm
such	ADJ	grimm
young	ADJ	grimm
handsome	ADJ	grimm
old	ADJ	grimm
ready	ADJ	grimm
old	ADJ	grimm
heavy	ADJ	grimm
young	ADJ	grimm
wicked	ADJ	grimm
beautiful	ADJ	grimm
left	ADJ	grimm
lovely	ADJ	grimm
pitiless	ADJ	grimm
poor	ADJ	grimm
great	ADJ	grimm
same	ADJ	grimm
dear	ADJ	grimm
wicked	ADJ	grimm
venomous	ADJ	grimm
beautiful	ADJ	grimm
blind	ADJ	grimm
dear	ADJ	grimm
familiar	ADJ	grimm
clear	ADJ	grimm
long	ADJ	grimm
happy	ADJ	grimm
contented	ADJ	grimm
little	ADJ	grimm
last	ADJ	grimm
high	ADJ	grimm
little	ADJ	grimm
asleep	ADJ	grimm
high	ADJ	grimm
other	ADJ	grimm
other	ADJ	grimm
sad	ADJ	grimm
old	ADJ	grimm
many	ADJ	grimm
old	ADJ	grimm
much	ADJ	grimm
early	ADJ	grimm
next	ADJ	grimm
last	ADJ	grimm
old	ADJ	grimm
many	ADJ	grimm
early	ADJ	grimm
full	ADJ	grimm
alarmed	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
second	ADJ	grimm
fundevogel	ADJ	grimm
other	ADJ	grimm
old	ADJ	grimm
about	ADJ	grimm
old	ADJ	grimm
delighted	ADJ	grimm
valiant	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
peasant	ADJ	grimm
good	ADJ	grimm
cheap	ADJ	grimm
good	ADJ	grimm
cheap	ADJ	grimm
delicate	ADJ	grimm
dear	ADJ	grimm
heavy	ADJ	grimm
good	ADJ	grimm
dear	ADJ	grimm
good	ADJ	grimm
angry	ADJ	grimm
little	ADJ	grimm
bitter	ADJ	grimm
big	ADJ	grimm
big	ADJ	grimm
sweet	ADJ	grimm
great	ADJ	grimm
little	ADJ	grimm
unbidden	ADJ	grimm
little	ADJ	grimm
last	ADJ	grimm
few	ADJ	grimm
dead	ADJ	grimm
own	ADJ	grimm
whole	ADJ	grimm
little	ADJ	grimm
large	ADJ	grimm
whole	ADJ	grimm
small	ADJ	grimm
old	ADJ	grimm
light	ADJ	grimm
nimble	ADJ	grimm
high	ADJ	grimm
powerful	ADJ	grimm
giant	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
miserable	ADJ	grimm
little	ADJ	grimm
giant	ADJ	grimm
little	ADJ	grimm
tiny	ADJ	grimm
soft	ADJ	grimm
little	ADJ	grimm
well	ADJ	grimm
little	ADJ	grimm
high	ADJ	grimm
little	ADJ	grimm
delighted	ADJ	grimm
able	ADJ	grimm
little	ADJ	grimm
mighty	ADJ	grimm
strong	ADJ	grimm
little	ADJ	grimm
heavy	ADJ	grimm
whole	ADJ	grimm
little	ADJ	grimm
merry	ADJ	grimm
happy	ADJ	grimm
heavy	ADJ	grimm
great	ADJ	grimm
ripe	ADJ	grimm
little	ADJ	grimm
weak	ADJ	grimm
weak	ADJ	grimm
little	ADJ	grimm
upper	ADJ	grimm
valiant	ADJ	grimm
little	ADJ	grimm
willing	ADJ	grimm
other	ADJ	grimm
roasted	ADJ	grimm
little	ADJ	grimm
spacious	ADJ	grimm
big	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
sound	ADJ	grimm
great	ADJ	grimm
good	ADJ	grimm
early	ADJ	grimm
little	ADJ	grimm
afraid	ADJ	grimm
dead	ADJ	grimm
great	ADJ	grimm
little	ADJ	grimm
own	ADJ	grimm
pointed	ADJ	grimm
long	ADJ	grimm
royal	ADJ	grimm
weary	ADJ	grimm
asleep	ADJ	grimm
great	ADJ	grimm
mighty	ADJ	grimm
weighty	ADJ	grimm
useful	ADJ	grimm
little	ADJ	grimm
military	ADJ	grimm
very	ADJ	grimm
ready	ADJ	grimm
special	ADJ	grimm
little	ADJ	grimm
sorry	ADJ	grimm
faithful	ADJ	grimm
dead	ADJ	grimm
royal	ADJ	grimm
long	ADJ	grimm
last	ADJ	grimm
good	ADJ	grimm
little	ADJ	grimm
great	ADJ	grimm
great	ADJ	grimm
only	ADJ	grimm
fine	ADJ	grimm
little	ADJ	grimm
beautiful	ADJ	grimm
afraid	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
idle	ADJ	grimm
long	ADJ	grimm
other	ADJ	grimm
other	ADJ	grimm
first	ADJ	grimm
weary	ADJ	grimm
more	ADJ	grimm
little	ADJ	grimm
big	ADJ	grimm
first	ADJ	grimm
bad	ADJ	grimm
other	ADJ	grimm
same	ADJ	grimm
other	ADJ	grimm
dead	ADJ	grimm
same	ADJ	grimm
little	ADJ	grimm
lucky	ADJ	grimm
nimble	ADJ	grimm
hard	ADJ	grimm
sore	ADJ	grimm
round	ADJ	grimm
little	ADJ	grimm
more	ADJ	grimm
heroic	ADJ	grimm
great	ADJ	grimm
less	ADJ	grimm
long	ADJ	grimm
more	ADJ	grimm
close	ADJ	grimm
enough	ADJ	grimm
ready	ADJ	grimm
third	ADJ	grimm
wild	ADJ	grimm
great	ADJ	grimm
pleased	ADJ	grimm
wild	ADJ	grimm
several	ADJ	grimm
about	ADJ	grimm
near	ADJ	grimm
heavy	ADJ	grimm
awkward	ADJ	grimm
little	ADJ	grimm
own	ADJ	grimm
warlike	ADJ	grimm
little	ADJ	grimm
great	ADJ	grimm
small	ADJ	grimm
young	ADJ	grimm
young	ADJ	grimm
next	ADJ	grimm
open	ADJ	grimm
asleep	ADJ	grimm
wide	ADJ	grimm
satisfied	ADJ	grimm
friendly	ADJ	grimm
young	ADJ	grimm
whole	ADJ	grimm
little	ADJ	grimm
usual	ADJ	grimm
asleep	ADJ	grimm
little	ADJ	grimm
asleep	ADJ	grimm
clear	ADJ	grimm
wild	ADJ	grimm
great	ADJ	grimm
wild	ADJ	grimm
little	ADJ	grimm
great	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
great	ADJ	grimm
daily	ADJ	grimm
poor	ADJ	grimm
early	ADJ	grimm
thick	ADJ	grimm
more	ADJ	grimm
alone	ADJ	grimm
wild	ADJ	grimm
sorry	ADJ	grimm
poor	ADJ	grimm
same	ADJ	grimm
able	ADJ	grimm
bitter	ADJ	grimm
quiet	ADJ	grimm
old	ADJ	grimm
asleep	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
real	ADJ	grimm
silver	ADJ	grimm
little	ADJ	grimm
many	ADJ	grimm
dear	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
short	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
cold	ADJ	grimm
high	ADJ	grimm
little	ADJ	grimm
high	ADJ	grimm
little	ADJ	grimm
near	ADJ	grimm
withered	ADJ	grimm
long	ADJ	grimm
asleep	ADJ	grimm
dark	ADJ	grimm
little	ADJ	grimm
full	ADJ	grimm
little	ADJ	grimm
whole	ADJ	grimm
naughty	ADJ	grimm
great	ADJ	grimm
other	ADJ	grimm
heavy	ADJ	grimm
well	ADJ	grimm
last	ADJ	grimm
mouthful	ADJ	grimm
first	ADJ	grimm
second	ADJ	grimm
awake	ADJ	grimm
old	ADJ	grimm
asleep	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
small	ADJ	grimm
round	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
deep	ADJ	grimm
great	ADJ	grimm
tired	ADJ	grimm
little	ADJ	grimm
asleep	ADJ	grimm
poor	ADJ	grimm
awake	ADJ	grimm
dark	ADJ	grimm
little	ADJ	grimm
many	ADJ	grimm
whole	ADJ	grimm
next	ADJ	grimm
hungry	ADJ	grimm
weary	ADJ	grimm
asleep	ADJ	grimm
beautiful	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
clear	ADJ	grimm
good	ADJ	grimm
sweet	ADJ	grimm
little	ADJ	grimm
soft	ADJ	grimm
little	ADJ	grimm
great	ADJ	grimm
old	ADJ	grimm
frightened	ADJ	grimm
old	ADJ	grimm
dear	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
little	ADJ	grimm
clean	ADJ	grimm
old	ADJ	grimm
kind	ADJ	grimm
wicked	ADJ	grimm
little	ADJ	grimm
red	ADJ	grimm
keen	ADJ	grimm
aware	ADJ	grimm
human	ADJ	grimm
awake	ADJ	grimm
plump	ADJ	grimm
rosy	ADJ	grimm
dainty	ADJ	grimm
mouthful	ADJ	grimm
shrivelled	ADJ	grimm
little	ADJ	grimm
stable	ADJ	grimm
grated	ADJ	grimm
lazy	ADJ	grimm
good	ADJ	grimm
stable	ADJ	grimm
fat	ADJ	grimm
fat	ADJ	grimm
vain	ADJ	grimm
wicked	ADJ	grimm
good	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
stable	ADJ	grimm
fat	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
dim	ADJ	grimm
thin	ADJ	grimm
fat	ADJ	grimm
lean	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
dear	ADJ	grimm
wild	ADJ	grimm
old	ADJ	grimm
light	ADJ	grimm
old	ADJ	grimm
poor	ADJ	grimm
silly	ADJ	grimm
old	ADJ	grimm
big	ADJ	grimm
godless	ADJ	grimm
little	ADJ	grimm
stable	ADJ	grimm
old	ADJ	grimm
dead	ADJ	grimm
other	ADJ	grimm
other	ADJ	grimm
full	ADJ	grimm
well	ADJ	grimm
full	ADJ	grimm
great	ADJ	grimm
white	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
white	ADJ	grimm
heavy	ADJ	grimm
little	ADJ	grimm
other	ADJ	grimm
good	ADJ	grimm
little	ADJ	grimm
short	ADJ	grimm
more	ADJ	grimm
familiar	ADJ	grimm
happy	ADJ	grimm
dead	ADJ	grimm
precious	ADJ	grimm
perfect	ADJ	grimm
big	ADJ	grimm
long	ADJ	grimm
great	ADJ	grimm
able	ADJ	grimm
new	ADJ	grimm
fellow	ADJ	grimm
other	ADJ	grimm
poor	ADJ	grimm
hard	ADJ	grimm
other	ADJ	grimm
good	ADJ	grimm
little	ADJ	grimm
ready	ADJ	grimm
following	ADJ	grimm
delightful	ADJ	grimm
next	ADJ	grimm
other	ADJ	grimm
following	ADJ	grimm
uneasy	ADJ	grimm
legitimate	ADJ	grimm
bare	ADJ	grimm
false	ADJ	grimm
unhappy	ADJ	grimm
good	ADJ	grimm
same	ADJ	grimm
unable	ADJ	grimm
beautiful	ADJ	grimm
industrious	ADJ	grimm
other	ADJ	grimm
ugly	ADJ	grimm
lazy	ADJ	grimm
ugly	ADJ	grimm
lazy	ADJ	grimm
good	ADJ	grimm
own	ADJ	grimm
other	ADJ	grimm
high	ADJ	grimm
violent	ADJ	grimm
last	ADJ	grimm
beautiful	ADJ	grimm
full	ADJ	grimm
countless	ADJ	grimm
full	ADJ	grimm
little	ADJ	grimm
full	ADJ	grimm
ripe	ADJ	grimm
single	ADJ	grimm
next	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
such	ADJ	grimm
large	ADJ	grimm
old	ADJ	grimm
afraid	ADJ	grimm
dear	ADJ	grimm
happy	ADJ	grimm
careful	ADJ	grimm
right	ADJ	grimm
old	ADJ	grimm
old	ADJ	grimm
many	ADJ	grimm
old	ADJ	grimm
good	ADJ	grimm
unhappy	ADJ	grimm
sad	ADJ	grimm
conscious	ADJ	grimm
last	ADJ	grimm
great	ADJ	grimm
homesick	ADJ	grimm
well	ADJ	grimm
homesick	ADJ	grimm
happy	ADJ	grimm
own	ADJ	grimm
pleased	ADJ	grimm
own	ADJ	grimm
broad	ADJ	grimm
closed	ADJ	grimm
old	ADJ	grimm
golden	ADJ	grimm
warm	ADJ	grimm
great	ADJ	grimm
ugly	ADJ	grimm
lazy	ADJ	grimm
beautiful	ADJ	grimm
lazy	ADJ	grimm
dirty	ADJ	grimm
ripe	ADJ	grimm
nice	ADJ	grimm
large	ADJ	grimm
afraid	ADJ	grimm
old	ADJ	grimm
first	ADJ	grimm
obedient	ADJ	grimm
industrious	ADJ	grimm
next	ADJ	grimm
third	ADJ	grimm
idle	ADJ	grimm
bad	ADJ	grimm
old	ADJ	grimm
tired	ADJ	grimm
lazy	ADJ	grimm
delighted	ADJ	grimm
mine	ADJ	grimm
broad	ADJ	grimm
great	ADJ	grimm
old	ADJ	grimm
lazy	ADJ	grimm
dirty	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
red	ADJ	grimm
dear	ADJ	grimm
little	ADJ	grimm
most	ADJ	grimm
little	ADJ	grimm
red	ADJ	grimm
ill	ADJ	grimm
weak	ADJ	grimm
good	ADJ	grimm
hot	ADJ	grimm
good	ADJ	grimm
great	ADJ	grimm
little	ADJ	grimm
red	ADJ	grimm
wicked	ADJ	grimm
afraid	ADJ	grimm
good	ADJ	grimm
poor	ADJ	grimm
sick	ADJ	grimm
good	ADJ	grimm
strong	ADJ	grimm
good	ADJ	grimm
large	ADJ	grimm
tender	ADJ	grimm
young	ADJ	grimm
nice	ADJ	grimm
plump	ADJ	grimm
mouthful	ADJ	grimm
well	ADJ	grimm
old	ADJ	grimm
short	ADJ	grimm
round	ADJ	grimm
little	ADJ	grimm
merry	ADJ	grimm
pretty	ADJ	grimm
fresh	ADJ	grimm
good	ADJ	grimm
pretty	ADJ	grimm
deep	ADJ	grimm
little	ADJ	grimm
weak	ADJ	grimm
open	ADJ	grimm
many	ADJ	grimm
more	ADJ	grimm
surprised	ADJ	grimm
open	ADJ	grimm
strange	ADJ	grimm
dear	ADJ	grimm
uneasy	ADJ	grimm
other	ADJ	grimm
good	ADJ	grimm
strange	ADJ	grimm
big	ADJ	grimm
well	ADJ	grimm
big	ADJ	grimm
well	ADJ	grimm
large	ADJ	grimm
well	ADJ	grimm
terrible	ADJ	grimm
big	ADJ	grimm
well	ADJ	grimm
asleep	ADJ	grimm
loud	ADJ	grimm
old	ADJ	grimm
old	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
frightened	ADJ	grimm
dark	ADJ	grimm
aged	ADJ	grimm
alive	ADJ	grimm
able	ADJ	grimm
red	ADJ	grimm
great	ADJ	grimm
heavy	ADJ	grimm
dead	ADJ	grimm
delighted	ADJ	grimm
old	ADJ	grimm
red	ADJ	grimm
good	ADJ	grimm
wicked	ADJ	grimm
public	ADJ	grimm
certain	ADJ	grimm
little	ADJ	grimm
grey	ADJ	grimm
last	ADJ	grimm
great	ADJ	grimm
great	ADJ	grimm
full	ADJ	grimm
last	ADJ	grimm
great	ADJ	grimm
beautiful	ADJ	grimm
anxious	ADJ	grimm
married	ADJ	grimm
first	ADJ	grimm
suitable	ADJ	grimm
rich	ADJ	grimm
inward	ADJ	grimm
dark	ADJ	grimm
able	ADJ	grimm
next	ADJ	grimm
able	ADJ	grimm
whole	ADJ	grimm
deep	ADJ	grimm
dark	ADJ	grimm
lonely	ADJ	grimm
grim	ADJ	grimm
mysterious	ADJ	grimm
great	ADJ	grimm
young	ADJ	grimm
fair	ADJ	grimm
young	ADJ	grimm
fair	ADJ	grimm
empty	ADJ	grimm
old	ADJ	grimm
poor	ADJ	grimm
old	ADJ	grimm
large	ADJ	grimm
old	ADJ	grimm
large	ADJ	grimm
asleep	ADJ	grimm
godless	ADJ	grimm
young	ADJ	grimm
drunk	ADJ	grimm
full	ADJ	grimm
white	ADJ	grimm
yellow	ADJ	grimm
dainty	ADJ	grimm
beautiful	ADJ	grimm
poor	ADJ	grimm
terrible	ADJ	grimm
little	ADJ	grimm
large	ADJ	grimm
old	ADJ	grimm
old	ADJ	grimm
right	ADJ	grimm
old	ADJ	grimm
asleep	ADJ	grimm
old	ADJ	grimm
large	ADJ	grimm
alone	ADJ	grimm
last	ADJ	grimm
young	ADJ	grimm
fair	ADJ	grimm
second	ADJ	grimm
empty	ADJ	grimm
grim	ADJ	grimm
mysterious	ADJ	grimm
old	ADJ	grimm
poor	ADJ	grimm
old	ADJ	grimm
large	ADJ	grimm
young	ADJ	grimm
white	ADJ	grimm
red	ADJ	grimm
yellow	ADJ	grimm
dainty	ADJ	grimm
beautiful	ADJ	grimm
difficult	ADJ	grimm
great	ADJ	grimm
deadly	ADJ	grimm
pale	ADJ	grimm
murderous	ADJ	grimm
wicked	ADJ	grimm
poor	ADJ	grimm
lonely	ADJ	grimm
long	ADJ	grimm
other	ADJ	grimm
happy	ADJ	grimm
merry	ADJ	grimm
true	ADJ	grimm
happy	ADJ	grimm
small	ADJ	grimm
big	ADJ	grimm
happy	ADJ	grimm
odd	ADJ	grimm
good	ADJ	grimm
very	ADJ	grimm
little	ADJ	grimm
healthy	ADJ	grimm
strong	ADJ	grimm
big	ADJ	grimm
little	ADJ	grimm
big	ADJ	grimm
same	ADJ	grimm
sharp	ADJ	grimm
sparkling	ADJ	grimm
clever	ADJ	grimm
little	ADJ	grimm
ready	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
odd	ADJ	grimm
queer	ADJ	grimm
other	ADJ	grimm
right	ADJ	grimm
safe	ADJ	grimm
other	ADJ	grimm
last	ADJ	grimm
other	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
well	ADJ	grimm
own	ADJ	grimm
dear	ADJ	grimm
last	ADJ	grimm
large	ADJ	grimm
nice	ADJ	grimm
dusky	ADJ	grimm
little	ADJ	grimm
tired	ADJ	grimm
last	ADJ	grimm
old	ADJ	grimm
good	ADJ	grimm
sharp	ADJ	grimm
next	ADJ	grimm
last	ADJ	grimm
dark	ADJ	grimm
sulky	ADJ	grimm
dangerous	ADJ	grimm
great	ADJ	grimm
last	ADJ	grimm
good	ADJ	grimm
large	ADJ	grimm
empty	ADJ	grimm
lucky	ADJ	grimm
asleep	ADJ	grimm
other	ADJ	grimm
rich	ADJ	grimm
frightened	ADJ	grimm
sure	ADJ	grimm
last	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
frightened	ADJ	grimm
low	ADJ	grimm
much	ADJ	grimm
next	ADJ	grimm
frightened	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
more	ADJ	grimm
roguish	ADJ	grimm
plain	ADJ	grimm
open	ADJ	grimm
little	ADJ	grimm
snug	ADJ	grimm
large	ADJ	grimm
little	ADJ	grimm
asleep	ADJ	grimm
awake	ADJ	grimm
good	ADJ	grimm
last	ADJ	grimm
dark	ADJ	grimm
bad	ADJ	grimm
good	ADJ	grimm
bad	ADJ	grimm
bad	ADJ	grimm
more	ADJ	grimm
more	ADJ	grimm
small	ADJ	grimm
small	ADJ	grimm
loud	ADJ	grimm
more	ADJ	grimm
more	ADJ	grimm
sure	ADJ	grimm
same	ADJ	grimm
frightened	ADJ	grimm
mad	ADJ	grimm
more	ADJ	grimm
frightened	ADJ	grimm
easy	ADJ	grimm
fresh	ADJ	grimm
ill	ADJ	grimm
hungry	ADJ	grimm
whole	ADJ	grimm
good	ADJ	grimm
famous	ADJ	grimm
such	ADJ	grimm
own	ADJ	grimm
cold	ADJ	grimm
very	ADJ	grimm
same	ADJ	grimm
great	ADJ	grimm
easy	ADJ	grimm
little	ADJ	grimm
merry	ADJ	grimm
loud	ADJ	grimm
frightened	ADJ	grimm
dear	ADJ	grimm
great	ADJ	grimm
dead	ADJ	grimm
free	ADJ	grimm
other	ADJ	grimm
glad	ADJ	grimm
fresh	ADJ	grimm
safe	ADJ	grimm
sound	ADJ	grimm
dear	ADJ	grimm
little	ADJ	grimm
hungry	ADJ	grimm
new	ADJ	grimm
old	ADJ	grimm
great	ADJ	grimm
many	ADJ	grimm
fine	ADJ	grimm
fond	ADJ	grimm
whole	ADJ	grimm
long	ADJ	grimm
fine	ADJ	grimm
close	ADJ	grimm
beautiful	ADJ	grimm
shrewd	ADJ	grimm
clever	ADJ	grimm
proud	ADJ	grimm
fond	ADJ	grimm
great	ADJ	grimm
poor	ADJ	grimm
silly	ADJ	grimm
such	ADJ	grimm
hard	ADJ	grimm
sudden	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
good	ADJ	grimm
behold	ADJ	grimm
astonished	ADJ	grimm
pleased	ADJ	grimm
greedy	ADJ	grimm
poor	ADJ	grimm
fresh	ADJ	grimm
little	ADJ	grimm
behold	ADJ	grimm
delighted	ADJ	grimm
glittering	ADJ	grimm
large	ADJ	grimm
alone	ADJ	grimm
third	ADJ	grimm
little	ADJ	grimm
first	ADJ	grimm
little	ADJ	grimm
queen	ADJ	grimm
other	ADJ	grimm
old	ADJ	grimm
queen	ADJ	grimm
first	ADJ	grimm
little	ADJ	grimm
glad	ADJ	grimm
vain	ADJ	grimm
last	ADJ	grimm
awake	ADJ	grimm
odd	ADJ	grimm
new	ADJ	grimm
next	ADJ	grimm
little	ADJ	grimm
second	ADJ	grimm
comical	ADJ	grimm
little	ADJ	grimm
third	ADJ	grimm
other	ADJ	grimm
high	ADJ	grimm
other	ADJ	grimm
good	ADJ	grimm
little	ADJ	grimm
funny	ADJ	grimm
little	ADJ	grimm
next	ADJ	grimm
strange	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
ready	ADJ	grimm
little	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
right	ADJ	grimm
good	ADJ	grimm
much	ADJ	grimm
good	ADJ	grimm
merry	ADJ	grimm
clever	ADJ	grimm
red	ADJ	grimm
happy	ADJ	grimm
pretty	ADJ	grimm
good	ADJ	grimm
satisfied	ADJ	grimm
brown	ADJ	grimm
ready	ADJ	grimm
juicy	ADJ	grimm
thirsty	ADJ	grimm
good	ADJ	grimm
hearty	ADJ	grimm
good	ADJ	grimm
wrong	ADJ	grimm
good	ADJ	grimm
right	ADJ	grimm
other	ADJ	grimm
else	ADJ	grimm
good	ADJ	grimm
enormous	ADJ	grimm
great	ADJ	grimm
other	ADJ	grimm
other	ADJ	grimm
right	ADJ	grimm
right	ADJ	grimm
other	ADJ	grimm
hearty	ADJ	grimm
second	ADJ	grimm
first	ADJ	grimm
most	ADJ	grimm
great	ADJ	grimm
hush	ADJ	grimm
bad	ADJ	grimm
idle	ADJ	grimm
fine	ADJ	grimm
nice	ADJ	grimm
fine	ADJ	grimm
old	ADJ	grimm
old	ADJ	grimm
dim	ADJ	grimm
dull	ADJ	grimm
old	ADJ	grimm
last	ADJ	grimm
earthenware	ADJ	grimm
enough	ADJ	grimm
full	ADJ	grimm
young	ADJ	grimm
wooden	ADJ	grimm
few	ADJ	grimm
half	ADJ	grimm
little	ADJ	grimm
old	ADJ	grimm
little	ADJ	grimm
big	ADJ	grimm
other	ADJ	grimm
old	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
certain	ADJ	grimm
rich	ADJ	grimm
poor	ADJ	grimm
little	ADJ	grimm
good	ADJ	grimm
wooden	ADJ	grimm
brown	ADJ	grimm
other	ADJ	grimm
big	ADJ	grimm
next	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
small	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
little	ADJ	grimm
glad	ADJ	grimm
new	ADJ	grimm
broken	ADJ	grimm
bad	ADJ	grimm
alone	ADJ	grimm
tired	ADJ	grimm
different	ADJ	grimm
about	ADJ	grimm
tiled	ADJ	grimm
poor	ADJ	grimm
quick	ADJ	grimm
contented	ADJ	grimm
fifth	ADJ	grimm
curious	ADJ	grimm
first	ADJ	grimm
second	ADJ	grimm
tiled	ADJ	grimm
more	ADJ	grimm
fine	ADJ	grimm
last	ADJ	grimm
fine	ADJ	grimm
frightened	ADJ	grimm
fifth	ADJ	grimm
little	ADJ	grimm
fifth	ADJ	grimm
bad	ADJ	grimm
much	ADJ	grimm
fifth	ADJ	grimm
true	ADJ	grimm
black	ADJ	grimm
own	ADJ	grimm
next	ADJ	grimm
small	ADJ	grimm
beautiful	ADJ	grimm
small	ADJ	grimm
golden	ADJ	grimm
small	ADJ	grimm
great	ADJ	grimm
great	ADJ	grimm
more	ADJ	grimm
small	ADJ	grimm
innocent	ADJ	grimm
little	ADJ	grimm
full	ADJ	grimm
free	ADJ	grimm
free	ADJ	grimm
same	ADJ	grimm
very	ADJ	grimm
whole	ADJ	grimm
more	ADJ	grimm
needful	ADJ	grimm
willing	ADJ	grimm
willing	ADJ	grimm
little	ADJ	grimm
small	ADJ	grimm
contented	ADJ	grimm
pretty	ADJ	grimm
more	ADJ	grimm
small	ADJ	grimm
blue	ADJ	grimm
little	ADJ	grimm
whole	ADJ	grimm
entire	ADJ	grimm
dead	ADJ	grimm
small	ADJ	grimm
sole	ADJ	grimm
rich	ADJ	grimm
hungry	ADJ	grimm
nice	ADJ	grimm
good	ADJ	grimm
ready	ADJ	grimm
nice	ADJ	grimm
brown	ADJ	grimm
ready	ADJ	grimm
large	ADJ	grimm
last	ADJ	grimm
rascally	ADJ	grimm
good	ADJ	grimm
tired	ADJ	grimm
full	ADJ	grimm
empty	ADJ	grimm
last	ADJ	grimm
fine	ADJ	grimm
last	ADJ	grimm
lucky	ADJ	grimm
good	ADJ	grimm
great	ADJ	grimm
full	ADJ	grimm
pleased	ADJ	grimm
neat	ADJ	grimm
clean	ADJ	grimm
fair	ADJ	grimm
dry	ADJ	grimm
clean	ADJ	grimm
sharp	ADJ	grimm
good	ADJ	grimm
yellow	ADJ	grimm
earthenware	ADJ	grimm
dear	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
yellow	ADJ	grimm
pretty	ADJ	grimm
yellow	ADJ	grimm
last	ADJ	grimm
fast	ADJ	grimm
much	ADJ	grimm
near	ADJ	grimm
narrow	ADJ	grimm
poor	ADJ	grimm
well	ADJ	grimm
other	ADJ	grimm
same	ADJ	grimm
young	ADJ	grimm
other	ADJ	grimm
dry	ADJ	grimm
poor	ADJ	grimm
other	ADJ	grimm
such	ADJ	grimm
silly	ADJ	grimm
sure	ADJ	grimm
dry	ADJ	grimm
safe	ADJ	grimm
fond	ADJ	grimm
fine	ADJ	grimm
back	ADJ	grimm
front	ADJ	grimm
safe	ADJ	grimm
clever	ADJ	grimm
much	ADJ	grimm
dark	ADJ	grimm
great	ADJ	grimm
tired	ADJ	grimm
very	ADJ	grimm
other	ADJ	grimm
tired	ADJ	grimm
heavy	ADJ	grimm
little	ADJ	grimm
heavy	ADJ	grimm
heavy	ADJ	grimm
heavy	ADJ	grimm
sure	ADJ	grimm
safe	ADJ	grimm
sound	ADJ	grimm
real	ADJ	grimm
ugly	ADJ	grimm
wicked	ADJ	grimm
own	ADJ	grimm
beautiful	ADJ	grimm
good	ADJ	grimm
other	ADJ	grimm
envious	ADJ	grimm
quiet	ADJ	grimm
old	ADJ	grimm
asleep	ADJ	grimm
careful	ADJ	grimm
